Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Montenegro,MNE,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.0612923,0.7503795,0.7347817,0.7293418,0.7613657,0.2036379,0.1618388,0.7371209,0.7291378,0.5091882,0.502446,0.6136633,0.5891056,0.3043294,0.2272366,0.2828464,0.0506422,0.131692,0.1956009,0.0295754,-0.0332398999999999,0.0236518
Morocco,MAR,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.378917799999999,-0.3083776,-0.4523723,-0.3813317,-0.5634806,-0.3798256,-0.4138396,-0.5121647,-0.4275208,-0.440469399999999,-0.5060194,-0.5760215,-0.6954656,-0.4094598,-0.4546654,-0.4710854,-0.5065227,-0.426450799999999,-0.390399499999999,-0.409449199999999,-0.4686437,-0.492008
Mozambique,MOZ,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.2160945,-0.1425853,-0.189112399999999,-0.2898214,-0.0829699,0.2636579,0.1182921,0.1823787,0.2678511,-0.0221082999999999,-0.0890489999999999,0.0409192,-0.495572499999999,-0.6196453,-0.6842917,-1.2808563,-1.06530219999999,-0.798038799999999,-0.8295224,-1.34575129999999,-1.2675269,-1.3208653
Myanmar,MMR,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.6348752,-1.51584719999999,-1.2950773,-1.0811254,-0.9344471,-0.787107799999999,-1.0447303,-1.1194619,-1.1579001,-1.0884224,-1.084601,-1.05965779999999,-1.2724274,-1.1507422,-1.123947,-1.01961219999999,-1.24136,-1.29787299999999,-1.3625611,-1.5318775,-2.09394989999999,-2.2412758
Namibia,NAM,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.1691489,0.0532317,0.1957486,0.4625425,0.5812349,0.703831,0.9275704,1.0648169,0.9292612,0.7872857,0.7152049,0.843349,0.8788275,0.6369054,0.7175058,0.6657313,0.6294292,0.6942559,0.5859149,0.5126308,0.5136089,0.3736395
Nauru,NRU,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,..,..,0.9514154,0.9474922,0.9705879,0.9803401,0.9964451,0.9944616,1.5889495,1.5781203,1.5682717,1.5672321,1.5640556,1.4041403,1.0147322,1.0101963,0.8241821,0.8079535,0.7595804,0.7590998,0.7572142,0.9276426
Nepal,NPL,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.3925858,-1.9045021,-2.13845649999999,-2.1116627,-2.1457885,-1.86698569999999,-1.8213249,-1.8469133,-1.6385607,-1.5990906,-1.5205463,-1.4781419,-1.2264145,-0.8435975,-1.0154123,-0.9210801,-0.5502541,-0.495786599999999,-0.4056357,-0.250305599999999,-0.2520173,-0.3755496
Netherlands,NLD,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.6844708,1.033487,1.1398884,0.8645759,1.0093119,0.9634029,0.9304457,0.9775963,1.0557331,0.9924275,1.0827056,1.1275327,1.0569335,1.0691945,0.9118761,0.880799,0.7820237,0.7930988,0.6985452,0.7092891,0.732977,0.6252296
Netherlands Antilles,ANT,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,..,..,..,0.3656404,0.8207276,1.184192,1.1891071,1.1885017,1.1956297,1.1886766,1.1823532,1.1816857,1.1796462,1.1866913,1.1851269,1.1812317,0.7119725,..,..,..,..,..
New Caledonia,NCL,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.9953247,1.0596771,1.0443731,1.1123709,1.1152109
New Zealand,NZL,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.4272934,1.2246578,1.1780353,1.3723068,1.3418499,1.2825155,1.3369202,1.2062542,1.1995646,1.4165428,1.3902927,1.4088511,1.3788423,1.4958227,1.4661127,1.4642557,1.4924848,1.4448939,1.3883859,1.4605501,1.3569818,1.2327589
Nicaragua,NIC,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.3250112,-0.372116399999999,-0.402922,-0.4509313,-0.3908856,-0.2789194,-0.107965999999999,-0.2070926,-0.2757211,-0.5388003,-0.457223,-0.4628059,-0.3620672,-0.1441664,-0.176230399999999,-0.1674906,-0.181501599999999,-1.1119701,-0.944804499999999,-0.5232726,-0.4075357,-0.168460299999999
Niger,NER,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.3813939,-0.5421073,-0.245825799999999,-0.4852167,-0.4096853,-0.1317713,-0.3573665,-0.5913305,-0.9211855,-1.0817352,-0.758722799999999,-0.883146299999999,-0.934017,-0.9806619,-0.7994889,-0.944319999999999,-1.0412801,-1.1906754,-1.19014889999999,-1.502479,-1.4793091,-1.299076
Nigeria,NGA,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.6267513,-2.0636563,-1.8566436,-1.7245397,-1.7338852,-1.8286711,-1.70741109999999,-1.5994258,-1.48197129999999,-2.0245506,-1.9456535,-2.08835269999999,-1.98930569999999,-2.18554969999999,-1.66777129999999,-1.7100665,-1.90978539999999,-1.8854786,-1.97320729999999,-2.0090379,-2.0135756,-1.9526169
Niue,NIU,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,..,..,..,..,..,..,..,..,1.6013433,1.5857688,1.5716047,1.5701095,1.5655411,1.5813217,..,..,..,1.0651969,1.3381797,1.3898044,1.3844083,1.3936962
North Macedonia,MKD,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.0865561,-1.2987171,-1.21823289999999,-0.789832099999999,-0.9533971,-0.6274535,-0.2627047,-0.183842099999999,-0.0911297,-0.453181499999999,-0.679646499999999,-0.399539,-0.4044213,0.2261526,-0.2204312,-0.3424451,-0.249481799999999,-0.1184433,0.0391432,0.0891281999999999,0.0908151,0.3218511
Norway,NOR,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.5602332,1.5224853,1.1755929,1.062216,1.267795,1.2311357,1.2184257,1.3383189,1.413466,1.4149557,1.3466634,1.3326311,1.3123527,1.1999067,1.1710873,1.1454306,1.0956942,1.1115481,1.0766478,1.2049763,1.0721678,0.9197731
Oman,OMN,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.0169263,0.9604254,1.0039655,0.9058704,0.9464385,0.8435712,0.8841773,0.8521682,0.8400494,0.5865685,0.3126716,0.3876466,0.3339536,0.5698008,0.6155394,0.5065831,0.5468563,0.5392522,0.5167644,0.468834,0.3902352,0.4399615
Pakistan,PAK,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.1873447,-1.64005539999999,-1.5829175,-1.55583989999999,-1.7357942,-1.87520239999999,-2.30062119999999,-2.4251193,-2.19812549999999,-2.45869169999999,-2.7114561,-2.6807174,-2.6678365,-2.46216149999999,-2.4299435,-2.3350493,-2.2184098,-1.9857782,-1.9293422,-1.5881564,-1.6496402,-1.7555938
Palau,PLW,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,..,..,0.9514154,0.9474922,0.9705879,0.9803401,0.9964451,0.9944616,1.5889495,1.5781203,1.5682717,1.5672321,1.5640556,1.5750282,0.9559309,0.951395,1.1385207,1.14243,1.1436032,1.1429587,1.1404301,1.2446282
Panama,PAN,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.103699,0.2858212,0.0824331,0.1001436,-0.0584832999999999,0.0855250999999999,0.112752,0.0710551,0.1158121,-0.0820154,-0.0424882,-0.0613991,-0.0995914,0.2814967,0.4833108,0.4612991,0.457992,0.364313,0.399288,0.3368353,0.3538332,0.428471
Papua New Guinea,PNG,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.267413,-0.844262299999999,-0.9055723,-0.771937499999999,-1.048107,-1.0799066,-0.9276787,-0.7838524,-0.9272324,-0.9409904,-0.9018493,-0.879075899999999,-0.7908101,-0.669148299999999,-0.693792299999999,-0.757626799999999,-0.8689907,-0.7969145,-0.799196999999999,-0.768714799999999,-0.747625099999999,-0.6856785
Paraguay,PRY,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.2346496,-1.3529771,-0.928342999999999,-0.3992694,-0.490811899999999,-0.5411225,-0.430481,-0.462138699999999,-0.4759748,-0.5333587,-0.5668194,-0.5745262,-0.6183216,0.0107526,0.0826536,0.0944783,-0.0283019999999999,-0.0337829,0.0355269,0.0082817,-0.0550381999999999,-0.0659073999999999
Peru,PER,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.29714669999999,-1.2329146,-1.2849879,-0.935565499999999,-0.914410899999999,-0.714552699999999,-0.5612623,-0.688819,-0.9293423,-0.7755101,-0.675414699999999,-0.698579899999999,-0.7062488,-0.4040664,-0.321351999999999,-0.1794896,-0.2242779,-0.1689403,-0.0888854999999999,-0.2963963,-0.334168099999999,-0.6566212
Philippines,PHL,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.44133579999999,-1.0320493,-1.5732442,-1.57951059999999,-1.1762537,-1.4720731,-1.4430777,-1.6629672,-1.6270742,-1.5826192,-1.3804409,-1.1706826,-1.0944308,-0.805762,-0.926818599999999,-1.4376683,-1.2792545,-1.06677739999999,-1.0094929,-0.9415427,-1.0935816,-0.899042399999999
Poland,POL,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.47751,0.7259514,0.594482,0.2184787,0.5169171,0.3771151,0.7795685,0.9992473,0.9970056,1.1015819,1.0564513,1.0636907,0.9461127,1.0543362,1.0637346,0.5712287,0.6020499,0.630199,0.6735951,0.5545247,0.5651963,0.537484
Portugal,PRT,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.3809911,1.4436178,1.3478882,0.9237518,1.0744066,0.9679647,0.874565,0.992239,0.8872701,0.773195,0.7839002,0.8412014,0.7633997,0.9403714,1.0004341,0.9588082,1.054818,1.0917404,0.9941251,0.9830461,0.9584396,0.8869409
Puerto Rico (US),PRI,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.1617825,0.1639603,0.158783,0.3827225,0.411619,0.4145952,0.4890908,0.3528229,0.4099989,0.4065467,0.5022146,0.5744011,0.0987437999999999,0.6356965,0.642722,0.4983548,0.4048918,0.3034965,0.1081481,0.3722414,0.4249881,0.3070682
Qatar,QAT,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.0665358,0.8904537,1.1757789,0.9882156,1.075569,1.0296695,1.0230326,1.0670583,1.3252517,1.1765666,1.0908808,1.1565419,1.1121079,1.1056965,0.9673463,0.8292355,0.8357284,0.8707185,0.882266,0.8905079,0.9259515,0.9163182
Reunion,REU,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,..,..,..,0.145995,0.4394178,0.715717,0.723129,0.4504051,0.4611542,0.4506688,0.441133,0.4401265,0.4370508,0.2966689,0.2943098,0.2884358,0.2891555,0.294218,0.2957374,0.2949028,0.2916282,0.2972645
Romania,ROU,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.2809081,0.3557613,0.2297529,0.0299601,0.1428475,0.1502319,0.199074,0.2423665,0.3904071,0.1933713,0.1207194,0.0478106,0.143861,0.2061238,0.3468551,0.3246759,0.1382404,0.1435505,0.64527,0.6180826,0.6671952,0.5499041
Russian Federation,RUS,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.3108069,-0.853086799999999,-1.0155684,-1.20933509999999,-1.099717,-0.6963636,-0.6218038,-0.4620681,-0.6949206,-0.712889099999999,-0.940576499999999,-0.9015976,-0.8279576,-0.6996599,-0.7905888,-0.7684605,-0.5386198,-0.3681038,-0.3986491,-0.5068977,-0.5061895,-0.740939599999999
Rwanda,RWA,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-2.0788583,-1.9562225,-1.22904789999999,-1.258417,-1.1195935,-0.625557799999999,-0.371473,-0.2487036,-0.219369099999999,-0.2188587,-0.3008288,-0.2583623,-0.309006499999999,-0.1267104,0.0986635999999999,-0.0457773,0.094453,0.1598446,0.121607,0.1600853,0.115233,0.0294569
Samoa,WSM,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.1101278,0.901918,1.1078116,0.8556429,1.0518826,1.0543719,0.9667139,1.0579764,0.9721693,0.8057585,0.9610651,0.9605068,0.958801,1.0732124,1.071904,1.0686461,1.0690453,0.9953036,1.1468478,1.1753028,1.1396511,1.2343417
San Marino,SMR,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,..,..,0.9514154,0.9474922,0.9705879,0.9803401,0.9964451,0.9944616,1.5889495,1.5781203,1.5682717,1.5672321,1.5640556,1.5750282,1.3290711,1.3245352,1.3250909,1.3290002,1.2066984,1.2062355,1.2044193,1.3786309
Sao Tome and Principe,STP,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.9031055,0.4524201,0.1485281,0.3360332,0.4933406,0.4054543,0.4716039,0.3647144,0.4775703,0.3709721,0.288448,0.2880403,0.393194,0.4791965,0.3792166,0.2641856,0.2145007,0.4666013,0.5232443,0.4748721,0.6052679,0.4930734
Saudi Arabia,SAU,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.1175781,-0.0650862,0.0638615,-0.858023,-0.4301624,-0.608264199999999,-0.5518748,-0.3527902,-0.7085467,-0.295186399999999,-0.512941299999999,-0.5972185,-0.660277,-0.308626499999999,-0.4683535,-0.5059085,-0.667506399999999,-0.5983975,-0.5528727,-0.5528267,-0.4672131,-0.3617761
Senegal,SEN,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.5885307,-0.481927699999999,-0.4774697,-0.198026099999999,-0.2606176,-0.2918745,-0.213430999999999,-0.1839308,-0.0273215,-0.432497199999999,-0.333963,-0.1570391,-0.0972566,-0.0890915999999999,-0.0746024,-0.222101599999999,-0.1422197,-0.1420966,0.0630715999999999,-0.0271012,-0.1040585,-0.2028622
Serbia,SRB,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.7933712,-0.6071111,-0.6791377,-0.608772699999999,-0.738603599999999,-0.5940373,-0.3876119,-0.243904099999999,-0.2142355,-0.221943399999999,-0.196118699999999,-0.1119391,-0.0234258,0.1732464,0.2787874,0.1629002,0.1168497,0.1163728,0.0620767,-0.0681568,-0.0436914,-0.0525867
Seychelles,SYC,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.0050037,0.7486297,0.4447377,0.4769822,0.7634168,0.8025655,0.7385402,0.7046564,0.6419829,0.8564804,0.7752841,0.7257334,0.7331354,0.4579186,0.7647495,0.7625994,0.813523,0.7800693,0.6921848,0.727409,0.7262104,0.8411889
Sierra Leone,SLE,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-2.1835343,-0.9877052,-1.0119464,-0.407134499999999,-0.432268999999999,-0.2419056,-0.1552927,-0.278660099999999,-0.274347599999999,-0.237476,-0.2639912,-0.2587444,-0.10195,-0.1346918,-0.0242965,-0.2703676,-0.1470976,-0.2065515,-0.1611098,-0.366900299999999,-0.2367225,-0.265426899999999
Singapore,SGP,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.1045472,1.1440472,0.8806358,1.0349931,1.1381609,1.2280811,1.1413902,1.2892238,1.2287248,1.1901335,1.1188701,1.256811,1.232658,1.0665318,1.1123429,1.2788614,1.3859813,1.2994328,1.2580714,1.2855556,1.2816641,1.164789
Slovak Republic,SVK,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.8799863,1.0121181,0.9388736,0.5309546,0.9433959,0.8660439,1.1269348,1.1240183,0.9286424,1.12655,0.9502652,1.0152253,1.0379263,1.1421663,0.944233,0.7354497,0.8542516,0.7129564,0.6744971,0.6167177,0.5857562,0.5294743
Slovenia,SVN,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.1189496,1.3176682,1.1458901,0.9460107,1.1193612,1.1268888,1.1909245,1.2184658,1.1668873,1.0753011,1.1136359,0.9825256,0.8890197,1.054531,1.0294179,1.0204175,0.9455099,0.9840178,0.9481029,0.7478672,0.7356372,0.7749516
Solomon Islands,SLB,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.801401799999999,-0.523181,-0.00359009999999999,-0.2353602,-0.158465599999999,-0.0672793,0.1237461,0.1231216,0.3268674,0.3572344,0.3523933,0.3518822,0.3503208,0.5553271,0.6020153,0.360596,0.1156377,0.3816525,0.4195676,0.5368126,0.4456005,0.7315157
"Somalia, Fed. Rep.",SOM,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-2.3846883,-2.2473901,-2.5761377,-2.6425033,-2.5984936,-2.62080069999999,-3.0518932,-3.0127129,-2.88051999999999,-2.9277889,-3.01651169999999,-2.90139839999999,-2.85136569999999,-2.4369844,-2.2815589,-2.2701767,-2.022776,-2.06147769999999,-2.0704895,-2.3507544,-2.60696149999999,-2.092858
South Africa,ZAF,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.3188879,-0.3584803,-0.253324999999999,-0.0156781,-0.0157871999999999,-0.0093215,0.1867521,-0.0131431999999999,-0.0633762,-0.0522329999999999,-0.0426331999999999,-0.1220725,-0.2582732,-0.2307109,-0.3104761,-0.3379116,-0.3828321,-0.299383199999999,-0.338256499999999,-0.2489513,-0.7738081,-0.6842882
South Sudan,SSD,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,..,..,..,..,..,..,..,..,..,..,-1.51136989999999,-1.4983578,-2.0671128,-2.5030889,-2.2792733,-2.33343,-2.44555199999999,-2.3307387,-2.39114589999999,-2.1055063,-2.21948739999999,-1.6425543
Spain,ESP,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.3156821,0.2176146,0.0877584,0.0371024,0.261734,0.1286074,0.0389644,0.0178462,-0.0134364999999999,0.0213027,0.2026668,0.1447381,0.0980042,0.4826214,0.4353383,0.425985,0.280621,0.3346558,0.267048,0.2956928,0.38323,0.1569762
Sri Lanka,LKA,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.9678201,-1.0484749,-1.0793401,-1.1602654,-1.1869001,-1.4554966,-1.6920216,-1.6597233,-1.1197381,-0.779023999999999,-0.7674257,-0.9606693,-0.8585581,-0.553597999999999,-0.0885947,-0.1436337,-0.179121299999999,-0.2597255,-0.173798099999999,-0.1154138,-0.510938,-0.7621199
St. Kitts and Nevis,KNA,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,..,..,0.9514154,1.1734496,1.2433007,1.24579,0.7853715,0.9072236,1.3307327,1.0581227,0.9304755,0.9299172,0.9282114,0.6712051,0.663933,0.6608669,0.6612426,0.6638851,0.6646782,0.9164728,0.9147636,0.9177056
St. Lucia,LCA,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.9579328,0.2436254,0.9514154,1.0723427,1.0138788,0.9245992,0.5865391,0.5860328,0.9341655,0.8287007,0.8234119,0.8228537,0.8211478,0.7556725,0.7434287,0.9130972,0.8668533,0.8694958,0.8702889,0.8698532,0.868144,1.0438207
St. Vincent and the Grenadines,VCT,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.9579328,0.2436254,0.5918958,0.9346896,1.1502148,1.1081368,0.7700767,0.7695704,0.9800499,0.8287007,0.8234119,0.8687381,0.8211478,0.7556725,0.9161633,0.9130972,0.7873576,0.7900001,0.9169085,1.0425879,1.0408786,1.0438207
Sudan,SDN,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-2.48042349999999,-2.22014249999999,-2.20842359999999,-1.6820213,-2.1100103,-2.259785,-2.3622558,-2.4098968,-2.43933719999999,-2.4305404,-2.3438684,-2.3155934,-2.2572174,-2.2236606,-2.0365601,-2.16225439999999,-1.9473364,-1.71645009999999,-1.65533209999999,-1.3881394,-1.7826483,-1.92571989999999
Suriname,SUR,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.1772732,0.445148,0.4323713,0.1921968,0.36885,0.0370164,0.0767371999999999,0.2012169,0.2538588,0.1307885,0.079854,0.0654961999999999,0.0569667,0.2245948,0.2981115,0.1759261,0.1667453,0.1496981,0.1321528,0.4628889,0.3607899,0.2466594
Sweden,SWE,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.4774528,1.3874604,1.3494061,1.1927792,1.2767716,1.2225897,1.2872983,1.173552,1.1691057,1.0865676,1.1573733,1.1548415,1.0499372,1.0182733,0.9288589,0.9187513,0.8668924,0.928959,0.9427192,0.955794,0.9471541,0.9419053
Switzerland,CHE,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.5863519,1.4788464,1.2468777,1.0757323,1.218829,1.1903535,1.2052735,1.2047806,1.3143325,1.3107684,1.3512353,1.3809599,1.3427758,1.422405,1.2751929,1.2064894,1.1641565,1.2552678,1.2001317,1.1126481,1.0255347,1.0254452
Syrian Arab Republic,SYR,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.4015513,0.0696956,-0.0276145,-0.3785497,-0.4639644,-0.5325263,-0.563163499999999,-0.5948264,-0.5265063,-1.1174939,-2.13376019999999,-2.4554347,-2.46599079999999,-2.34971829999999,-2.4382136,-2.5955347,-2.4453795,-2.4238579,-2.4527063,-2.35367569999999,-2.37452369999999,-2.43824749999999
"Taiwan, China",TWN,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.7647694,0.9041644,0.8211044,0.6718428,0.9363207,0.8039148,0.7080719,0.9421712,0.8472601,1.0424399,1.0207087,1.0422914,0.9791364,0.936632,1.0740405,1.0323174,1.0259424,1.0213324,1.0164038,1.0701128,1.056929,1.0311975
Tajikistan,TJK,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.85786229999999,-1.0721136,-1.1484127,-1.1567713,-1.2068587,-1.2222534,-0.6060932,-0.7060293,-0.780627899999999,-0.8701472,-0.9993314,-1.0705181,-1.0538059,-0.6152413,-0.744602299999999,-0.7460947,-0.6533475,-0.672519099999999,-0.4236664,-0.3288928,-0.3984715,-0.4282098
Tanzania,TZA,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.01262799999999,-0.6175252,-1.0209242,-0.6706073,-0.575043299999999,-0.383899,-0.3502593,-0.2456073,0.0190977,-0.05765,-0.159101,-0.1246002,-0.4223495,-0.5068917,-0.476783499999999,-0.537573,-0.683829799999999,-0.664168099999999,-0.5522151,-0.6629379,-0.5751002,-0.4815853
Thailand,THA,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.5759091,0.2841788,-0.165002899999999,-0.5992561,-0.8216996,-1.0498077,-1.0329101,-1.1647166,-1.1126951,-1.2331956,-1.1386768,-1.22129129999999,-1.3578088,-1.1368246,-1.156024,-1.12638439999999,-0.984692599999999,-0.979869,-0.588531399999999,-0.7333386,-0.6963747,-0.5671596
Timor-Leste,TLS,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.2388936,-0.8262868,-0.514518199999999,-0.508425999999999,-0.8038797,-1.1527962,-1.0834494,-0.783746899999999,-0.6476333,-0.591676099999999,-0.5916549,-0.4206058,-0.5293114,-0.3601212,-0.427259699999999,-0.1166,0.0703179999999999,0.2487237,0.2676531,0.2673205,0.2660158,0.4239118
Togo,TGO,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.434510599999999,-0.237538399999999,-0.5357911,-0.6772941,-1.8551464,-0.935167699999999,-0.560980599999999,-0.3522146,-0.4185216,-0.3792993,-0.3850113,-0.6511156,-0.5059279,-0.3001357,-0.411126999999999,-0.280199,-0.835878399999999,-0.8728328,-0.8504632,-0.8075061,-0.6682329,-0.760395399999999
Tonga,TON,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,..,..,0.4720559,0.5992819,0.5996241,0.479755,0.3331131,0.3326067,0.4609269,0.7566171,0.9020811,0.9015228,0.899817,0.93921,0.9379016,0.9346438,0.8010403,0.8562319,1.0102973,1.1156731,1.111896,1.3674794
Trinidad and Tobago,TTO,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.052021,-0.238491799999999,-0.299185,-0.0608168,-0.0605903,-0.1894815,-0.0722563,0.0274032,0.0338379,0.0412562,0.1409464,0.1326034,0.0741233999999999,0.1740197,0.0718896,0.0441046,0.0748617,0.1156046,0.0986674999999999,0.059501,0.1561926,0.3498483
Tunisia,TUN,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.2330163,0.0705368,0.2633531,-0.0348107999999999,-0.0900783,-0.0234038,0.00952819999999999,-0.112096999999999,-0.120559199999999,-0.255652,-0.3780941,-0.673659999999999,-0.8919899,-0.6013407,-0.681206,-0.8275855,-0.7432926,-0.5600278,-0.5613583,-0.4326193,-0.6668946,-0.7395623
Turkiye,TUR,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.527191899999999,-0.4967605,-0.6244676,-0.6779818,-0.3737719,-0.3387985,-0.5833298,-0.604511399999999,-0.552292999999999,-0.5486911,-0.6966163,-0.9196869,-1.0321782,-0.7998074,-1.10934889999999,-1.7801696,-1.70623179999999,-1.1241116,-1.1924541,-1.0396051,-0.9721057,-0.935033599999999
Turkmenistan,TKM,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.1474683,0.0762009,-0.032937,-0.2678133,0.00244879999999999,-0.2928338,0.1474449,0.3188316,0.3231146,0.3024549,0.2327283,0.232102,0.2343309,0.0147681,-0.126391199999999,-0.2753346,-0.2289187,-0.1316848,-0.2189823,-0.1270103,-0.224582999999999,0.2106842
Tuvalu,TUV,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,..,..,0.9514154,0.9262076,1.3245166,1.3279824,1.3337059,1.333001,1.5568619,1.5510465,1.5457577,1.5451994,1.5434936,1.549386,1.3290711,1.3245352,1.1385207,1.3290002,1.1436032,1.234863,1.2851524,1.4735212
