Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Estonia,EST,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.9095174,0.8618593,0.9085482,0.6181856,0.6875963,0.7247609,0.7383006,0.6674362,0.6666147,0.7732081,0.7183725,0.704313,0.8630858,1.024732,0.8918499,0.8731492,0.8425161,0.7988248,0.8235862,0.9178902,0.8879044,0.8742633
Eswatini,SWZ,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.2898214,-0.1805152,-0.242017799999999,-0.2902148,-0.479008599999999,-0.2415542,-0.0991317999999999,-0.1724578,0.0509459,-0.0016446,-0.539824699999999,-0.5257872,-0.547354999999999,-0.3976089,-0.4462561,-0.4484062,-0.380332699999999,-0.5468116,-0.3182636,-0.1948628,-0.428643699999999,-0.400835
Ethiopia,ETH,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.3044886,-1.50860329999999,-1.5308526,-1.23452989999999,-1.63723739999999,-1.68960159999999,-1.6868659,-1.66091829999999,-1.3102757,-1.5760665,-1.5281949,-1.613535,-1.3952471,-1.1765231,-1.26354339999999,-1.43965759999999,-1.5195725,-1.2054246,-1.1789771,-1.5934093,-2.0139565,-1.8659545
Fiji,FJI,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.2537645,0.370257,0.3667151,0.1824726,0.3524398,-0.1642534,-0.0062727,-0.1027295,-0.172265199999999,-0.177588399999999,-0.1217703,-0.1223286,-0.124034399999999,0.3275632,0.3263655,0.7205988,0.3819841,0.6984111,0.6881602,0.6004415,0.6663534,0.782553
Finland,FIN,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.6611776,1.6559791,1.6280328,1.3697981,1.5071144,1.4689255,1.5017361,1.4575265,1.4999268,1.4608384,1.4052403,1.3727278,1.3332335,1.3181701,1.1347824,1.0609919,1.1388152,1.041505,0.9978349,1.1572607,1.1287431,1.0892287
France,FRA,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.8231818,0.8013429,0.3434671,0.3900905,0.4622453,0.5971816,0.6512556,0.6388366,0.5084249,0.7401354,0.5880869,0.6152427,0.4916417,0.3877863,0.1735665,-0.0415329,0.229972,0.1043516,0.2040672,0.1270887,0.1241525,0.0198376
French Guiana,GUF,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.1100285,0.1639603,0.158783,-0.0736501,0.1676068,0.0054865,0.0104016,0.0097962,0.2023411,0.1316319,0.1267035,0.1261833,0.1245937,0.3173906,0.3161713,0.3131355,0.3135074,0.3161239,0.2573287,0.3817679,0.3800755,0.5424152
French Polynesia,PYF,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.9033343,0.9517964,1.0386429,1.0479309
Gabon,GAB,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.3575739,0.0922328999999999,-0.1685302,-0.0109077,0.0508535,0.0509,0.1412457,0.0709964,-0.115327699999999,-0.000929999999999999,-0.0247919,0.0644217,-0.0012508,-0.0865664999999999,-0.1148078,-0.534579199999999,-0.4524644,-0.393451,-0.2805716,-0.2194997,-0.28203,-0.1324826
"Gambia, The",GMB,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.3153329,0.4777181,0.0176281,-0.0950719999999999,-0.0459223,-0.1468782,-0.0203999999999999,-0.0120161,0.1514336,0.0735716999999999,-0.0174454,-0.221411399999999,-0.2420331,-0.3503537,-0.210501599999999,-0.446274,-0.196953699999999,-0.115459499999999,0.0678807,0.1363877,0.0231959,0.1344853
Georgia,GEO,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.63455019999999,-1.6613597,-1.61200109999999,-0.907027599999999,-0.7777854,-0.8124382,-0.4938217,-0.8166453,-0.7431732,-0.5609883,-0.622573199999999,-0.5006273,-0.225994399999999,-0.0248029,-0.090598,-0.0614684,-0.1125587,-0.0948569,-0.134771,-0.1271941,-0.2017684,-0.100034699999999
Germany,DEU,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.3500041,1.0125434,0.7285007,0.7052146,0.993342,1.0364686,1.0605417,1.008294,1.0301906,0.9300893,0.895856,0.9668035,0.9567087,1.067265,0.8311441,0.7945337,0.7022243,0.8239013,0.7271723,0.6840532,0.6603045,0.5284799
Ghana,GHA,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.4701511,-0.2418341,-0.216514799999999,-0.1177496,0.0517114,-0.0780160999999999,-0.116125499999999,-0.145694,0.1366056,-0.0543989999999999,0.0898514,0.0333979,0.0303364,-0.0929878,-0.0228697,-0.128208,0.0663948999999999,-0.032042,0.0133997,0.0588855,-0.1622488,-0.1877453
Greece,GRC,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.8235076,0.8168243,0.6057468,0.4724252,0.5607581,0.5122129,0.525963,0.2917478,-0.0010877,-0.0107333,-0.0776492,-0.1628976,-0.152352,-0.0700276,-0.1201405,-0.1537754,0.00694,0.351321,0.2789347,0.2996221,0.2270172,0.236947
Greenland,GRL,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,..,..,..,..,..,..,..,..,1.4851242,1.467415,1.7538046,1.7528896,1.7500938,1.7597512,1.7576068,1.7522673,1.7529215,1.7575234,1.7589045,1.7581458,1.7551692,1.2502225
Grenada,GRD,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.690345,0.6920267,0.6880288,0.6363661,0.3164372,0.3189265,0.3230374,0.322531,0.3284927,0.4428405,0.3304882,0.3758143,0.3741085,0.5970391,0.5941324,0.9130972,0.9134729,0.9161154,0.9169085,1.0425879,1.0408786,1.2048361
Guam,GUM,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,..,..,..,0.3217114,0.7112288,0.715717,0.451318,0.4504051,0.4611542,0.4506688,0.7732445,0.772577,0.7705375,0.8176369,0.8160725,0.6519602,0.8126545,0.9368685,0.9450797,0.9970127,0.9953332,0.9982241
Guatemala,GTM,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.9180183,-0.976739799999999,-0.9245241,-0.936754499999999,-0.903124399999999,-0.877614999999999,-0.8340833,-0.7769927,-0.8012209,-0.811138399999999,-0.7531567,-0.7159854,-0.733731999999999,-0.730266499999999,-0.690917999999999,-0.6431273,-0.700759599999999,-0.6836211,-0.6944184,-0.563868399999999,-0.5740791,-0.3005447
Guinea,GIN,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-2.02533439999999,-1.81868829999999,-1.0722605,-1.20031589999999,-1.2321228,-1.83787,-2.2418868,-2.0466453,-1.80330709999999,-1.6907747,-1.53866069999999,-1.48727869999999,-1.4036079,-1.168846,-0.7463171,-0.577628599999999,-0.800407099999999,-0.930512799999999,-0.857881799999999,-1.0877324,-1.0159308,-0.813667399999999
Guinea-Bissau,GNB,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.665042199999999,-0.5779576,-0.4942607,-0.5076615,-0.5019447,-0.431672399999999,-0.3779434,-0.6272958,-0.5020146,-0.5652463,-0.6382914,-1.038788,-0.960841,-0.881487399999999,-0.5875693,-0.5084519,-0.582037399999999,-0.649365499999999,-0.4638332,-0.2838803,-0.3001867,-0.360252199999999
Guyana,GUY,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.735329799999999,-0.6448598,-0.4492941,-0.5436852,-0.4411748,-0.6630496,-0.4443427,-0.4732925,-0.4000971,-0.3589398,-0.4609717,-0.4771909,-0.5088822,-0.218368099999999,-0.150202,-0.00540029999999999,-0.0051392,-0.0410701,-0.0594026999999999,-0.00729659999999999,-0.0281476999999999,0.210713
Haiti,HTI,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.02629329999999,-1.5748529,-1.4445052,-1.86679559999999,-1.7445724,-1.3887429,-1.319971,-1.3616015,-1.29033469999999,-1.30874809999999,-1.26130189999999,-1.12059439999999,-0.915407899999999,-0.9222469,-0.925938199999999,-0.894686099999999,-0.834199999999999,-0.7667849,-0.9509746,-1.0389171,-1.2132391,-0.947002399999999
Honduras,HND,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.364466399999999,-0.3381027,-0.584014599999999,-0.6201515,-0.641384699999999,-0.6520476,-0.4582098,-0.540532799999999,-0.518668999999999,-0.6306269,-0.5252471,-0.511655899999999,-0.535936499999999,-0.6895701,-0.6604916,-0.7047922,-0.9065696,-0.864353599999999,-0.827137599999999,-0.666353099999999,-0.806377,-0.4781621
"Hong Kong SAR, China",HKG,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.1557388,0.9969772,0.8351641,1.0328562,1.3366084,1.3735027,1.1977205,1.1781206,1.0098437,0.9990971,0.9128416,0.9387575,0.8557967,1.025742,0.8753195,0.6672047,0.6833963,0.7617643,-0.1843167,0.0079016,0.2186871,0.3891702
Hungary,HUN,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.004162,1.2359002,1.0864226,0.8114218,1.0590737,0.9668372,0.7828904,0.7661408,0.739121,0.7770358,0.7163601,0.712188,0.8127253,0.805848,0.843542,0.6277681,0.7324048,0.6616322,0.7326156,0.7938892,0.7337253,0.6701403
Iceland,ISL,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.5565616,1.5368353,1.4335228,1.2003873,1.3669403,1.3790391,1.482965,1.3564162,1.3402776,1.0867054,1.2313176,1.2316756,1.2538154,1.2726864,1.2622879,1.2205951,1.2503574,1.2958486,1.556416,1.3289196,1.3382488,1.2672872
India,IND,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.9733951,-1.2778882,-1.42092669999999,-1.0339705,-0.8561375,-0.8196652,-0.8184973,-0.7693557,-0.913954899999999,-0.942319199999999,-1.1659038,-1.15725679999999,-1.17090389999999,-0.817516599999999,-0.7619187,-0.7362183,-0.572111399999999,-0.6785888,-0.590466199999999,-0.720631199999999,-0.6015988,-0.7535037
Indonesia,IDN,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.90520269999999,-1.84429769999999,-2.12691289999999,-1.6568197,-1.403589,-1.1230422,-0.8635335,-0.711286,-0.637084499999999,-0.778454699999999,-0.7510901,-0.5992727,-0.6180612,-0.385008199999999,-0.5390218,-0.463383,-0.5816146,-0.5428012,-0.5802685,-0.539945999999999,-0.6496757,-0.7624666
"Iran, Islamic Rep.",IRN,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.6213951,-0.5266711,-0.6139157,-0.6625435,-0.6425423,-0.787821,-0.7148896,-0.748023999999999,-1.2710065,-1.52478809999999,-1.35645059999999,-1.2630067,-1.1808701,-0.726596199999999,-0.7896962,-0.6448832,-0.699442999999999,-0.9686014,-1.2556127,-1.2213247,-1.1577773,-1.1448403
Iraq,IRQ,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.35891419999999,-1.32746149999999,-2.4734997,-2.8423263,-2.6075798,-2.6684044,-2.59261,-2.28034329999999,-2.1115271,-2.187694,-1.91313499999999,-1.97642609999999,-2.1039641,-2.2538271,-2.2449091,-2.22917579999999,-2.1677252,-2.1719253,-2.2227253,-2.1814743,-2.1722684,-2.2294281
Ireland,IRL,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.5185589,1.4347244,1.364074,1.0596256,1.280701,1.3008535,1.3616515,1.2978625,1.1107935,1.0812782,0.8737859,0.9454027,0.8948024,1.1679817,0.951695,0.8856802,0.9418026,0.9855531,0.9409046,0.8785787,0.7362963,0.8053599
Israel,ISR,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.8648943,-1.17581009999999,-1.1825503,-0.9453121,-0.923457,-0.984717099999999,-0.8267956,-0.8279647,-1.0475605,-0.756258099999999,-0.8097795,-0.776944,-0.8855141,-0.592453,-0.6113908,-0.354649699999999,-0.4501475,-0.3446955,-0.4361137,-0.567841399999999,-0.699899199999999,-0.904996799999999
Italy,ITA,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.0781398,0.826489,0.4883646,0.3658661,0.5970244,0.5813047,0.5074765,0.6011743,0.4817721,0.5591006,0.4456142,0.4718772,0.3827968,0.4893962,0.394629,0.3518422,0.2543499,0.3723628,0.3223326,0.3322841,0.4392226,0.4124684
Jamaica,JAM,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.3051137,-0.4712879,-0.6133632,-0.3401516,-0.327141199999999,-0.349823,-0.2229834,-0.2884524,-0.3547882,-0.412128599999999,-0.120367599999999,0.0478137,0.1274496,0.0349026,0.0607252,0.0960441,0.1291365,0.169434,0.179033,0.1525241,0.1423135,0.4525342
Japan,JPN,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.3326572,1.162444,1.1294391,0.9926089,1.1883301,1.2340831,1.1610812,1.0592924,1.1160327,0.9967916,0.9897212,0.9655197,1.0478848,1.2105334,1.2226375,1.1198832,1.169376,1.1378638,1.1161393,1.1325471,1.1600529,1.2758787
Jersey,JEY,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,..,..,..,..,..,..,..,..,..,..,1.4513095,1.4496094,1.4444148,1.4623584,1.458374,1.4484531,1.4496687,1.458219,1.4607852,1.246013,1.2404824,1.4633644
Jordan,JOR,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.232087899999999,-0.619001399999999,-0.3478648,-0.339358,-0.2770266,-0.7383727,-0.2892704,-0.380681799999999,-0.4317435,-0.407725,-0.6339348,-0.5975891,-0.6862202,-0.609596,-0.6404285,-0.538077799999999,-0.444359699999999,-0.322432699999999,-0.2846298,-0.3260056,-0.390988399999999,-0.311462199999999
Kazakhstan,KAZ,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.09126,0.2486883,0.3519678,-0.0886632,0.0846972,0.0939860999999999,0.5055201,0.4720785,0.6995969,0.4331905,-0.4304921,-0.3923638,-0.4514259,0.0295973,0.0342151,-0.0865605,-0.0563947,-0.1086366,-0.221063999999999,-0.2842993,-0.2325504,-0.5795614
Kenya,KEN,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.3475172,-1.23304029999999,-1.2300985,-0.9416439,-1.09707,-1.03691319999999,-1.43977089999999,-1.62118419999999,-1.5514921,-1.3827355,-1.4963456,-1.4931583,-1.1667366,-1.26316649999999,-1.2308131,-1.17914689999999,-1.1322093,-1.1196296,-1.07516719999999,-1.0502651,-1.11021939999999,-0.962236
Kiribati,KIR,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,..,..,0.9514154,0.8244422,1.3245166,1.3279824,1.3337059,1.333001,1.5568619,1.5510465,1.5457577,1.5451994,1.5434936,1.281381,0.9559309,0.951395,0.9519508,0.95586,1.0992501,1.1749608,1.1647191,1.2429196
"Korea, Dem. People's Rep.",PRK,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.3029578,0.3491798,0.2729801,-0.141557799999999,-0.126368199999999,-0.0654043,-0.0619502,-0.113058899999999,-0.2064539,-0.0471047999999999,-0.0333117999999999,-0.269017499999999,-0.5030753,-1.00560579999999,-1.0064947,-0.4555063,-0.3543859,-0.275313,-0.187036099999999,-0.187350699999999,-0.1983915,0.2686785
"Korea, Rep.",KOR,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.4324115,0.3886948,0.335961,0.5226421,0.6581189,0.6091619,0.7506836,0.5925856,0.6309262,0.5807388,0.5406915,0.4992315,0.5061279,0.5969209,0.667684,0.5156398,0.6254761,0.8705137,0.8544821,0.8679972,0.9005342,0.855673
Kosovo,XKX,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,..,-0.0088031,-0.0244009,0.1654912,0.1975151,0.2110371,0.1237776,0.7330132,0.4121892,-0.7551692,-0.810254199999999,-0.7614632,-0.7879954,-0.301981899999999,-0.2170007,-0.2852683,-0.1718171,-0.4135898,-0.106046099999999,-0.0844029999999999,0.0010881,-0.0510421999999999
Kuwait,KWT,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.6565509,0.1909264,0.2533271,0.1877805,0.2714609,0.4019243,0.6729088,0.5819881,0.5278524,0.576776,0.326635,0.0971713999999999,0.1094954,0.0855674,-0.1466244,-0.0213093,0.0018547,0.2360921,0.2460837,0.1554026,0.1542148,0.1041664
Kyrgyz Republic,KGZ,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.6299215,-0.8143863,-1.1170803,-1.1211438,-1.2443254,-1.27015979999999,-0.865997799999999,-0.5213825,-0.5809063,-0.9344437,-0.997080699999999,-0.8759479,-0.816344899999999,-0.7066273,-0.7293545,-0.5531495,-0.2975366,-0.323764,-0.206819199999999,-0.5068231,-0.3876484,-0.422477
Lao PDR,LAO,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.6018274,-0.0799686,-1.0092662,-0.513960899999999,-0.3800286,-0.0903443,-0.153318099999999,0.0129444,-0.0651815999999999,-0.2200354,-0.072408,-0.0728091,-0.0505462999999999,0.3772453,0.4046383,0.3452009,0.2776591,0.2651475,0.3582008,0.5456553,0.583086,0.7033051
Latvia,LVA,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.5717085,0.8974441,0.94211,0.590281,0.8556287,0.9064264,0.7458786,0.4004351,0.6126227,0.5895207,0.3810125,0.4809516,0.6227437,0.720197,0.7167386,0.6434248,0.6631827,0.6632555,0.6780506,0.726286,0.8069842,0.7798656
Lebanon,LBN,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.647972,-0.473161699999999,-0.5699154,-0.789231999999999,-0.994613099999999,-1.50874889999999,-1.82812929999999,-1.5049397,-1.3045394,-1.43369559999999,-1.4563703,-1.5792359,-1.6105378,-1.49478389999999,-1.3952938,-1.3333648,-1.3393518,-1.2146005,-1.3398887,-1.3492491,-1.3231817,-1.34257539999999
Lesotho,LSO,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.4889743,-0.3393253,-0.0961278,0.0517557,-0.0903744,-0.1298961,-0.2932114,-0.113854,0.534396,0.5816165,0.6423581,0.2654833,0.3249377,-0.172191999999999,-0.208938699999999,-0.2746129,-0.2021614,-0.1397918,-0.287980099999999,-0.1451933,-0.1334002,-0.128161
Liberia,LBR,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.89862319999999,-1.90646809999999,-2.06542749999999,-1.46519049999999,-1.3279822,-1.2364099,-1.16121229999999,-1.1609094,-1.0358291,-0.393152599999999,-0.473186999999999,-0.3877254,-0.364639999999999,-0.510413,-0.5851773,-0.453136899999999,-0.2701752,-0.0185577,-0.2571938,-0.220102599999999,-0.2103506,-0.2807974
Libya,LBY,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.3492053,-0.2474046,-0.1098149,-0.0114758,0.2379931,0.1965753,0.4998891,0.5158276,0.5227169,-0.4787846,-1.6341249,-1.5745603,-1.9032456,-2.26526939999999,-2.2100778,-2.2576529,-2.29431519999999,-2.28391459999999,-2.25895969999999,-2.2231779,-2.2069296,-2.00397249999999
Liechtenstein,LIE,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.2490265,1.2512043,1.317703,1.1466993,1.3245166,1.3279824,1.3337059,1.333001,1.6495712,1.644869,1.6405927,1.6401413,1.638762,1.6435264,1.5056039,1.5021925,1.5026105,1.5055506,1.6431087,1.6427344,1.5846135,1.5871411
Lithuania,LTU,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.6100705,0.9288215,1.0000414,0.6263607,0.8170275,0.7891625,0.8142957,0.7510345,0.6237603,0.7159839,0.6843003,0.7176973,0.9839797,0.936572,0.9444776,0.9545715,0.8922634,0.9070273,0.9825192,1.1506312,1.0111257,0.963939
Luxembourg,LUX,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.5335472,1.5347147,1.3466046,1.0947844,1.2513173,1.3608359,1.4946425,1.5178517,1.4891068,1.4878051,1.3788317,1.3639242,1.316509,1.4310289,1.4125194,1.3457296,1.2715421,1.3055181,1.3055593,1.2105167,1.1450494,1.0244114
"Macao SAR, China",MAC,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.4335935,0.4357713,0.974216,0.936718,1.2548508,0.9553274,0.3708897,0.3702844,0.35272,0.3473009,0.3423726,0.3418523,0.7532928,1.1417297,1.1400764,1.3130313,1.3135357,1.1477542,1.1488191,1.0596983,0.9688675,0.9728177
Madagascar,MDG,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.0538724,-0.244406999999999,0.2935597,-0.0227541,-0.0435418,0.1406385,0.1026496,-0.481514999999999,-0.767109399999999,-1.1657418,-0.8035247,-0.6903891,-0.6021042,-0.5624437,-0.526357699999999,-0.4661162,-0.535016199999999,-0.7625617,-0.529453,-0.574674,-0.4612648,-0.525026099999999
Malawi,MWI,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.786359199999999,-0.0575040999999999,-0.216773699999999,-0.1397246,-0.0355158,-0.0703742,-0.0623315,-0.210977499999999,0.0040021,-0.0357653,-0.1906666,-0.0861299,-0.203203,-0.0287147,-0.0522558,-0.2578002,-0.313000899999999,-0.3896791,-0.2824512,-0.0766165999999999,-0.102843499999999,-0.166924
Malaysia,MYS,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.0161149,0.3662257,0.3617264,0.1553244,0.4092882,0.2101206,0.158114,0.1350346,0.0283293,0.1752999,0.0582972,-0.0196796999999999,-0.0428372,0.0879800999999999,0.0447869,-0.0158376,-0.011848,0.1769644,0.1608892,0.1400704,0.196108,0.2483001
Maldives,MDV,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.1350154,1.0233078,0.8715848,0.3671507,0.6725138,0.6537918,0.0053508,-0.1597836,-0.114763099999999,-0.1410869,-0.2839227,-0.3264349,-0.0388545999999999,0.4805132,0.0821002,0.079118,-0.0431782999999999,-0.135999999999999,-0.0811059,0.2036825,0.4430279,0.2721525
Mali,MLI,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.1842193,0.1705088,0.0765265,0.3269246,0.177881,0.4847829,0.3542953,0.306278,0.1772718,-0.130322,-0.7719954,-1.9634653,-1.6463052,-1.59000419999999,-1.5535933,-1.5338819,-1.71864139999999,-1.87828559999999,-2.05500729999999,-2.0594968,-2.3319481,-2.4680844
Malta,MLT,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.3221725,1.2749051,1.2267079,0.8935636,1.1222549,1.0634984,1.1249849,1.1981438,1.2004623,1.2175773,1.0020842,1.0126603,0.9719428,1.0486158,0.9507103,0.9368787,1.082828,1.1121321,0.9193493,0.9914658,0.9318346,0.9316852
Marshall Islands,MHL,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,..,..,0.9514154,0.9474922,0.9705879,0.9803401,0.9964451,0.9944616,1.5889495,1.3502698,1.5682717,1.5672321,1.5640556,1.5750282,1.1425008,0.8824277,1.1385207,1.14243,1.1508696,1.0394581,1.004613,1.2819745
Martinique,MTQ,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.4335935,0.4357713,0.702405,1.0831347,1.1812157,1.184192,1.1891071,0.599149,0.6062769,0.5993238,0.5930005,0.592333,0.5902934,0.8176369,0.8160725,0.8121773,0.8126545,0.8160116,0.6568021,0.4960318,0.4938604,0.497598
Mauritania,MRT,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.0374667,0.0866841,-0.2889869,-0.3131249,-0.430211099999999,0.1309329,-0.158789899999999,-0.6838597,-0.5625221,-0.815385999999999,-1.0034248,-1.0990669,-1.1394547,-0.7612141,-0.776510199999999,-0.9065538,-0.7637873,-0.748524899999999,-0.645438,-0.6263455,-0.5222228,-0.2992865
Mauritius,MUS,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.6733755,0.9327373,0.858401,0.7698343,1.0395271,0.8914789,1.0260872,1.0395312,0.5736232,0.502475,0.4718019,1.0701031,1.0531756,0.8096197,1.0248107,1.0313567,1.0144918,0.8991856,0.9291254,0.928832,0.9264413,0.8607357
Mexico,MEX,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.0676808,-0.1388043,-0.0924325999999999,-0.153878699999999,-0.3587092,-0.5961789,-0.6336248,-0.74551,-0.7909518,-0.8229063,-0.7251572,-0.8010179,-0.804453299999999,-0.959658599999999,-0.892263399999999,-0.833912099999999,-1.0455954,-0.927316799999999,-0.8974274,-0.7772933,-0.736204699999999,-0.5890439
"Micronesia, Fed. Sts.",FSM,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,..,..,0.4720559,0.7454666,1.080277,1.0827663,1.0868771,1.0863708,1.4345035,1.2088755,1.0812283,1.08067,1.0789642,1.0732124,1.071904,1.0686461,1.0690453,1.2058557,1.009383,1.1206831,1.2268624,1.5042238
Moldova,MDA,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.328558299999999,-0.082243,-0.248693499999999,-0.2977569,-0.3647959,-0.211308299999999,0.0593732,-0.2408166,-0.2909869,-0.0745102,0.1492997,0.1385944,0.1501042,-0.0788413999999999,-0.1714471,-0.1842961,-0.181840299999999,-0.2383059,-0.1474608,-0.149089399999999,-0.0451684,-0.2465629
Monaco,MCO,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,..,..,0.9514154,0.9183465,0.9293244,0.9339598,0.9416149,0.9406721,0.9517737,0.9409444,0.9310959,0.9300563,0.9268798,0.9378524,1.2059066,1.2026488,1.5452189,1.5480267,1.5488694,1.2062355,1.2044193,1.3786309
Mongolia,MNG,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.6004675,0.991888,0.8598615,0.5138365,0.8633542,0.6573716,0.6918806,0.4201759,0.677234,0.6671331,0.5645353,0.604855,0.643466,0.887271,0.7608377,0.7157785,0.716039,0.7490657,0.7382926,0.7498288,0.7338327,0.6315013
